index,group,calories,lipids,carbohydrates,protein,name
812,13,380,65,6,13,"CEREAL, ALL BRAN FLAKES SABOR CHOCOLATE (KELLOGG'S)"
813,13,350,65,5,10,"CEREAL, ALL BRAN FLAKES YOGUFIBRAS CON LACTOBACILOS (KELLOGG'S)"
814,13,429.14,91.48,2.96,3.7,"CEREAL, APLEE OH'S  (QUAKER)"
815,13,375,88.2,3.4,5.1,"CEREAL, APPLE JACKS"
816,13,372.23,69.06,9.12,10.59,"CEREAL, AVENA EN HOJUELAS PRECOCIDAS"
817,13,366.67,84.33,1,5.33,"CEREAL, AZUCARADAS (MAIZORO)"
818,13,381.81,80,3.63,7.27,"CEREAL, BASIC 4"
819,13,322.5,65,2.5,10,"CEREAL, BRAN FLAKES (KELLOGG'S)"
820,13,443.33,76.66,9.99,11.6,"CEREAL, BRAN FLAKES (TODAS MARCAS EXCEPTO KELLOGG'S)"
821,13,398,85.51,5.12,4.39,"CEREAL, CAPITAN CRUNCH (QUAKER)"
822,13,376,79.69,5,8.85,"CEREAL, CHEERIOS DE ALMENDRA (NESTLE)"
823,13,376,79.8,4.69,9,"CEREAL, CHEERIOS FROSTED"
824,13,380,78.9,4.5,5.9,"CEREAL, CHEERIOS MANZANA CON CANELA (NESTLE)"
825,13,383,84.5,4.69,5.4,"CEREAL, CHOCAPIC (NESTLE)"
826,13,387,85.1,3.5,5.1,"CEREAL, CHOCO FLAKES (MAIZORO)"
827,13,376.66,83.33,1.66,1.66,"CEREAL, CHOCO KRISPIS  (KELLOGG'S)"
828,13,366.67,83.33,1.67,6.67,"CEREAL, CHOCO KRISPIS (KELLOGG'S)"
829,13,376.66,83.32,1.66,6.66,"CEREAL, CHOCO KRISPIS MAX (KELLOGG'S)"
830,13,389,87.9,2.7,4.6,"CEREAL, CHOCORROZ (MAIZORO)"
831,13,371.43,85.71,2.86,2.86,"CEREAL, CHOCOZUCARITAS  (KELLOGG'S)"
832,13,400,86.66,3.33,3.33,"CEREAL, CHOCOZUCARITAS CON MALVAVISCOS (KELLOGG'S)"
833,13,410,75,10,5,"CEREAL, CINI MINIS (NESTLE)"
834,13,390.67,84,4,4.67,"CEREAL, COCOA PEBBLES"
835,13,360,83.33,0,6.66,"CEREAL, CORN FLAKES  (KELLOGG'S)"
836,13,399,88.8,0.3,7.7,"CEREAL, CORN FLAKES (BAJO EN SODIO)"
837,13,503.33,99.66,2,2.13,"CEREAL, CORN FLAKES (MAIZORO)"
838,13,360,83.33,0,6.67,"CEREAL, CORN FLAKES (NESTLE)"
839,13,366.66,83.33,0.66,6.66,"CEREAL, CORN FLAKES SIN ENRIQUECER (OTRO CEREAL DE CAJA)"
840,13,373.33,90,0,3.33,"CEREAL, CORN POPS (KELLOGG'S)"
841,13,378,87.19,0.8,6.59,"CEREAL, CRIPIX (KELLOGG'S)"
842,13,356.66,76.66,3.66,4.33,"CEREAL, CRUNCHIS (MAIZORO)"
843,13,450,65,17.5,7.5,"CEREAL, CRUSLI (KELLOGG'S)"
844,13,368,69.6,4.9,11.4,"CEREAL, CUADRITOS AVENA (QUAKER)"
845,13,387.77,81.11,4.99,6.66,"CEREAL, EXTRA (KELLOG'S, TODOS SABORES)"
846,13,400,80,5,6.66,"CEREAL, EXTRA AVENA SABOR FRESA (KELLOGG'S)"
847,13,410,76.67,8.33,6.67,"CEREAL, EXTRA SABOR CHOCOLATE (KELLOGG'S)"
848,13,207,84.3,2.29,6.59,"CEREAL, FIBRA MAX (NESTLE)"
849,13,345,69.2,1.3,14.1,"CEREAL, FIBRA UNO (MAIZORO)"
850,13,352.22,72.29,3.5,8.26,"CEREAL, FITNESS (NESTLE, TODOS SABORES)"
851,13,390,83.33,3.33,6.6,"CEREAL, FROOT LOOPS (KELLOGG'S)"
852,13,400,83.33,3.33,6.67,"CEREAL, FROOT LOOPS POPS (FRUTIBOLITAS) (KELLOGG'S)"
853,13,350,83.4,1.6,9.2,"CEREAL, FROSTED MINI WHEATS"
854,13,389.89,85.19,3.7,3.7,"CEREAL, FRUIT PEBBLES POST"
855,13,373.3,84,1.9,5.3,CEREAL GOLD NESTLE
856,13,374,85.1,3.2,5.3,"CEREAL, GOLDEN GRAHAMS (NESTLE)"
857,13,380,88.5,2.2,5.7,"CEREAL, HONEY SMACKS (KELLOGG'S)"
858,13,396.66,81.9,4.09,7.9,"CEREAL, LUCKY CHARMS (NESTLE)"
859,13,380,78.66,5,5,"CEREAL, NESQUIK (NESTLE)"
860,13,387.09,83.87,3.22,6.45,"CEREAL, NUT & HONEY CRUNCH (KELLOGG'S)"
861,13,368.96,83.33,1,6.66,"CEREAL, NUTRI FLAKES (QUAKER)"
862,13,363.17,73.3,3.33,10,"CEREAL, NUTRIDIA (ARROZ, TRIGO, SEMILLAS), (KELLOGGS)"
863,13,358.49,84.91,1.89,7.55,"CEREAL, RAISIN BRAN (KELLOGG'S)"
864,13,342.33,77.62,1.74,7.32,"CEREAL, RAISIN BRAN (TODAS MARCAS EXCEPTO KELLOGG'S)"
865,13,383.33,86.66,1.66,7,"CEREAL, RICE KRISPIES (KELLOGG'S)"
866,13,346.66,80,0,6.66,"CEREAL, SPECIAL K (KELLOGG'S)"
867,13,363.33,83.33,0,6.67,"CEREAL, SPECIAL K COSECHA ROJA (KELLOGG'S)"
868,13,375,74.8,5.4,13.1,"CEREAL, SPECIAL K GRANOLA BAJA EN GRASA (KELLOGG'S)"
869,13,400,80,5,6.66,"CEREAL, SPECIAL K SABOR CHOCOLATE (KELLOGG'S)"
870,13,387.1,83.87,3.23,6.45,"CEREAL, SPECIAL K SABOR FRUTA Y YOGURT (KELLOGG'S)"
871,13,376,79.69,5,8.85,"CEREAL, SPEEDY LOOPS (KELLOGG'S)"
872,13,380,88.5,2.2,5.7,"CEREAL, TRIGO INFLADO AZUCARADO"
873,13,384,86.19,3.79,4.9,"CEREAL, TRIX (NESTLE)"
874,13,373.32,90,0,3.33,"CEREAL, ZUCARITAS  (KELLOGG'S)"
875,13,353.33,83.33,0.33,3.99,"CEREAL, ZUCARITAS CON FRESA (KELLOGG'S)"
876,13,366.67,86.67,3.33,3.33,"CEREAL, ZUCARITAS SABOR CHOCOLATE"
877,13,369,89.2,1.68,3.96,"CEREAL, ZUCOSOS (NESTLE)"
878,13,379.34,83.75,3.06,5.86,CEREALES AZUCARADOS (PROMEDIO)
879,13,448.75,65,17.5,7.5,CRUSLI DE KELLOGG'S
880,13,415.29,61.52,15.54,9.89,GRANOLA
881,13,469.08,65.26,20.48,6.58,"HOJUELAS DE MAIZ CUBIERTAS DE CHOCOLATE (TIPO KRANKYS), INDUSTRIALIZADAS"
882,13,327,81.6,2.5,10.2,HOJUELAS DE TRIGO
883,13,450,68,16,6.9,KRAVE CHOCOTELLA
884,14,418.18,55.75,23.7,3.03,BUÑUELOS INDUSTRIALIZADOS (BIMBUÑUELOS)
885,14,433.43,34.42,31.87,3.7,"BUNUELOS, PREPARACION ESTANDARIZADA"
886,14,321,25.5,22.5,5.5,CHEESECAKE
887,14,542.41,32.54,45.65,2.51,"CHURRO RELLENO (CAJETA, CHOCOLATE, MERMELADA), PREPARACION ESTANDARIZADA"
888,14,411.8,34.22,30.34,2.12,CHURROS INDUSTRIALIZADOS
889,14,390.54,23.45,30.89,5.02,"CHURROS, PREPARACION ESTANDARIZADA"
890,14,426,50.8,22.9,5.2,DONA GLASEADA
891,14,452,51.33,25.25,4.93,DONA GLASEADA O CUBIERTA DE CHOCOLATE
892,14,361,30,24.5,6.4,DONA RELLENA DE CREMA
893,14,340,39,18.7,5.9,DONA RELLENA DE MERMELADA
894,14,434,47.06,24.93,5.31,DONA SENCILLA
895,14,397.93,54.29,17.34,5.71,"DONAS, INDUSTRIALIZADAS"
896,14,463.56,32.45,35.3,5.04,"DONAS, PREPARACION ESTANDARIZADA"
897,14,507,67.87,24.2,4.5,GALLETA CUBIERTA DE CHOCOLATE
898,14,413.81,76.92,10.1,7.23,"GALLETA DULCE (TIPO MARIA, ANIMALITO)"
899,14,444.48,64.85,18.51,4.79,GALLETA DULCE CUBIERTA DE CHOCOLATE (TIPO MAMUT)
900,14,469.84,56.59,26.27,2.51,GALLETA DULCE CUBIERTA DE CHOCOLATE (TIPO TIN LARIN)
901,14,503.37,62.42,30,6.36,GALLETA DULCE GRASOSA (CON MANTEQUILLA)
902,14,409.72,80.13,2.73,4.76,GALLETA DULCE PARA HELADO (BARQUILLO Y CANASTA)
903,14,398.83,71.66,5.33,6.66,"GALLETA DULCE,  CON BOMBON (TIPO ARCOIRIRS)"
904,14,447.76,65.67,18.4,4.47,"GALLETA DULCE, BARRITAS (MARINELA)"
905,14,490,74,18,6,"GALLETA DULCE, CANELITAS (MARINELA)"
906,14,466.19,68.1,19.05,6.67,"GALLETA DULCE, PLATIVOLOS O EMPERADOR (GAMESA)"
907,14,503.59,64.74,21.58,7.19,"GALLETA DULCE, POLVORONES (MARINELA)"
908,14,498.79,64.14,24.94,2.38,"GALLETA DULCE, SUAVICREMAS"
909,14,493.91,69.78,23.26,0,"GALLETA DULCE, TRIKI TRAKES (MARINELA)"
910,14,413.34,55.53,17.38,8.38,GALLETA INTEGRAL
911,14,444.19,65.06,20.03,7.6,"GALLETA SALADA GRASOSA (RITZ, CRACKETS, CANAPINAS )"
912,14,464.83,63.01,18.37,9.83,GALLETA SALADA RELLENA (CON QUESO O CREMA)
913,14,458.97,64.18,10.7,8.89,"GALLETA SALADA, NO GRASOSA (SALADITAS, KRAKER BRAN, PREMIUM, HABANERAS)"
914,14,444,65.75,19.77,3.63,GALLETA SUAVE DE CHISPAS DE CHOCOLATE CASERA
915,14,462,65.38,19.23,3.85,GALLETA SUAVE DE CHISPAS DE CHOCOLATE INDUSTRIALIZADA
916,14,44,65.75,19.77,3.63,GALLETA SUAVE DE CHISPAS DE CHOCOLATE INDUSTRIALIZADA
917,14,447,66.4,17.9,6.8,GALLETAS DE AVENA CASERAS
918,14,462,67.3,19.2,6.5,GALLETAS DE AVENA CON NUECES Y PASAS
919,14,450,68.7,18.1,6.2,GALLETAS DE AVENA INDUSTRIALIZADAS
920,14,348,70.9,7.3,3.7,GALLETAS DE HIGO
921,14,429,82.14,8.93,10.71,GALLETAS DE MIEL
922,14,401,68,13.6,4.1,GALLETAS DE PASAS
923,14,363,59.7,9.1,10.6,GALLETAS DEDOS DE DAMA
924,14,460,61.22,22.55,3.02,GALLETAS MACARRONES
925,14,254.28,42.85,6.66,5.71,"HOT CAKE, INDUSTRIALIZADO"
926,14,201.55,34.78,5.18,4.72,"HOT CAKE, PREPARACION ESTANDARIZADA"
927,14,189.48,23.46,7.96,6.23,"HOT CAKES SOLOS, PREPARACION ESTANDARIZADA"
928,14,293,62.1,1.3,8.1,"PAN BLANCO (BOLILLO, TELERA)"
929,14,260.71,50.38,1.66,11.06,PAN BLANCO Y DE CAJA (PROMEDIO)
930,14,267.92,50.81,3.6,8.89,"PAN DE CAJA BLANCO (BIMBO, WONDER, ETC.)"
931,14,252.97,47.66,3.72,9.6,PAN DE CAJA INTEGRAL
932,14,205.75,42.69,1.92,11.37,"PAN DE CAJA LIGHT (BIMBO, WONDER, ETC.)"
933,14,250,47.5,3.1,8.7,PAN DE CENTENO CON TRIGO (1/3 H. CENT. Y 2/3 H. TRIGO)
934,14,410,50.8,21.6,3.1,"PAN DULCE DE PANADERIA (EXCEPTO FRITOS COMO DONA, CHURRO)"
935,14,381.76,51.58,16.5,6.33,PAN DULCE INDUSTRIALIZADO (EXCEPTO FRITOS COMO DONAS Y CHURROS)
936,14,252.97,47.66,3.5,9.6,PAN INTEGRAL DE TRIGO
937,14,321.56,74.84,1.07,10.31,PAN MOLIDO
938,14,242,51.5,0,9,PAN NEGRO DE CENTENO (SOLO CENTENO)
939,14,283.75,53.75,4,8.75,PAN PARA HAMBURGUESA
940,14,272.96,53.33,4.05,8.71,"PAN PARA HOT DOG, MEDIAS NOCHES (BIMBO)"
941,14,386.86,40.35,22.77,5.78,"PAN RELLENO DE QUESO CREMA, INDUSTRIALIZADO"
942,14,387,73.8,6.5,8.4,PAN TOSTADO
943,14,328.23,63.91,4.52,10.5,"PAN TOSTADO INTEGRAL, INDUSTRIALIZADO (DE LINAZA, DOBLE FIBRA)"
944,14,344,50.2,13.8,4.8,PANQUE DE MANTEQUILLA
945,14,386.1,57.11,14.79,6.03,PANQUE ENRIQUECIDO
946,14,391,56.2,17.91,2.99,PASTEL CON BETUN
947,14,258,57.8,0.8,5.9,PASTEL DE ANGEL
948,14,389,52.84,20.05,3.48,PASTEL DE CHOCOLATE CON BETUN DE CHOCOLATE
949,14,371,53.4,15.1,5.3,PASTEL DE CHOCOLATE SIN BETUN
950,14,324,61.6,9.1,2.9,PASTEL DE FRUTAS (FRUITCAKE)
951,14,361,53,14.6,5.3,PASTEL DE VAINILLA SIN BETUN
952,14,290,61,2.7,5.4,"PASTEL PROMEDIO, REBANADA (TODOS SABORES: CHOCOLATE, TRES LECHES)"
953,14,424.02,59.51,17.98,6.02,PASTELILLO INDUSTRIALIZADO Y DONA PROMEDIO
954,14,350,57.5,12.5,5,"PASTELILLO, CHOCORROLES MARINELA"
955,14,400,58,23.4,4,"PASTELILLO, GANSITO MARINELA"
956,14,400,60,15,5,"PASTELILLO, PINGUINOS MARINELA"
957,14,394.73,57.89,14.6,2.63,"PASTELILLO, SUBMARINOS MARINELA"
958,14,407,59.61,16.69,4.5,"PAY DE NUEZ (REBANADA), INDUSTRIALIZADO"
959,14,316,42.6,16.1,3,"PAY DE PIÑA (REBANADA), INDUSTRIALIZADO"
960,14,310.96,33.22,20.39,5.05,"PAY DE QUESO, REBANADA, INDUSTRIALIZADO"
961,14,549,69.01,28.17,4.23,POLVORONES
962,16,34.9,5,0.5,2.6,ACEROLA
963,16,101,25.2,0.6,1.7,ANONA
964,16,47,10.9,0.2,0.42,ARANDANOS FRESCOS
965,16,42,9.8,0.2,1.6,BREVA
966,16,57,9.9,1.6,0.8,CAIMITO BLANCO
967,16,58,11.5,0.9,2.9,CAIMITO MORADO
968,16,66,11.5,0.9,2.9,CALABAZA MELON
969,16,75,17.2,0.5,0.5,CAÑA DE AZUCAR
970,16,73,16.8,0,1.5,CAPULIN
971,16,31,6.73,0.33,1.04,CARAMBOLO
972,16,50,12.18,0.3,1,CEREZA (ROJA)
973,16,48,11.12,0.39,1.4,CHABACANO
974,16,85,18,1.1,0.7,CHICOZAPOTE
975,16,82.98,17.7,0.62,1.65,CHIRIMOYA
976,16,72.5,16.7,0.1,1.2,CIRICOTE
977,16,79,19.14,0.4,2.12,CIRUELA AMARILLA (CIRUELA JOBO O JUNDURA)
978,16,138,32.9,0.2,1.1,"CIRUELA PASA EN PURE, INDUSTRIALIZADA"
979,16,339,89.07,0.73,3.7,CIRUELA PASA ENTERA
980,16,46,11.42,0.28,0.7,CIRUELA ROJA
981,16,354,15.23,33.49,3.33,COCO (PULPA O COPRA)
982,16,660,23.65,64.53,6.88,"COCO RALLADO, SECO"
983,16,192.9,22.3,8.9,5.9,COCOYOL
984,16,53,13.53,0.26,0.7,COCTEL DE FRUTAS
985,16,79.68,19.3,0.1,0.41,"COCTEL DE FRUTAS EN ALMIBAR, INDUSTRIALIZADO"
986,16,79,19.1,0.1,0.3,"COCTEL DE FRUTAS, INDUSTRIALIZADO"
987,16,282,75.03,0.39,2.45,DATIL SECO SIN SEMILLA
988,16,39,9.54,0.25,0.91,DURAZNO AMARILLO
989,16,63,14,0.2,1.2,DURAZNO BLANCO
990,16,74.25,17.72,0.06,0.63,"DURAZNO EN ALMIBAR (SIN SEMILLA), INDUSTRIALIZADO"
991,16,35.6,8,0,0.9,FRAMBUESA
992,16,32,7.68,0.3,0.67,FRESA
993,16,99,23.5,0.3,0.6,"FRESAS EN ALMIBAR, INDUSTRIALIZADAS"
994,16,342.58,80.54,0.2,3.16,FRUTAS SECAS O DESHIDRATADAS
995,16,103,27.12,0.23,1.07,FRUTO DEL PAN
996,16,82.6,16.3,1,2.1,GARAMBULLO
997,16,104.3,22.3,0.7,2.2,GRANADA CHINA
998,16,83,18.7,1.17,1.67,GRANADA ROJA
999,16,66,16.84,0.3,1,GUANABANA CIMARRONA
1000,16,55,11.8,0.1,1.8,GUAYA (PROMEDIO)
1001,16,65,12.9,1,1.1,GUAYABA AMARILLA (BLANCA)
1002,16,66.5,13.61,0.98,1.83,GUAYABA PROMEDIO
1003,16,68,14.32,0.95,2.55,GUAYABA ROSA (MANZANA)
1004,16,333,53.33,20,13.33,HARINA DE COCO
1005,16,76.5,17.5,0.3,0.95,HIGO
1006,16,96,22.9,0.2,0.6,"HIGO EN ALMIBAR, INDUSTRIALIZADO"
1007,16,38,8.82,0.09,0.72,JICAMA
1008,16,164,27,0.9,11.9,JINICUIL CRUDO (SEMILLAS)
1009,16,57.2,10.7,0.8,1.8,JIOTILLA
1010,16,61,14.66,0.52,1.14,KIWI
1011,16,30,10.54,0.2,0.7,LIMA
1012,16,30,10.54,0.2,0.7,LIMON AGRIO
1013,16,35.7,7.9,0.1,0.8,LIMON REAL
1014,16,66,16.53,0.44,0.83,LITCHI
1015,16,51,12.5,0.5,0.5,MAMEY
1016,16,53,13.34,0.31,0.81,MANDARINA COMUN
1017,16,53,13.34,0.31,0.81,MANDARINA REYNA O CHINA
1018,16,60,14.98,0.38,0.82,MANGO (PROMEDIO)
1019,16,44.06,9,0.54,0.8,MANGO CRIOLLO
1020,16,147.4,37.2,0.2,0.2,"MANGO EN ALMIBAR, INDUSTRIALIZADO"
1021,16,48,11.1,0,0.8,MANGO MANILA
1022,16,60,14.98,0.38,0.82,MANGO PETACON
1023,16,59,14.06,0.2,0.27,"MANZANA (TIPO GOLDEN DELICIOUS, RED DELICIOUS, GALA)"
1024,16,52,13.81,0.17,0.26,MANZANA CRIOLLA (ROJA O AMARILLA)
1025,16,182,45,0.1,0.2,"MANZANA EN ALMIBAR, INDUSTRIALIZADA"
1026,16,52,13.81,0.17,0.26,MANZANA RED DELICIOUS
1027,16,97,23.38,0.7,2.2,MARACUYA
1028,16,46,11.6,0.2,0.8,MARAÑON FRESCO
1029,16,39,9.54,0.25,0.91,MELOCOTON (PRISCO)
1030,16,28.5,6.3,0.1,0.6,MELON CHINO (CANTALUPO)
1031,16,32.25,7.7,0.12,0.57,MELON PROMEDIO
1032,16,36,9.09,0.14,0.54,MELON VALENCIANO
1033,16,27.7,6.3,0.1,0.4,MEMBRILLO
1034,16,46,6.4,1.3,2.1,NANCHE
1035,16,62,11.4,1.3,1.1,NANCHE AGRIO
1036,16,65,13.4,0.6,1.5,NARANJA AGRIA
1037,16,49,11.89,0.3,1.04,NARANJA CAJERA
1038,16,71,15.9,0.86,1.88,NARANJA CHINA
1039,16,47,11.75,0.12,0.94,NARANJA PROMEDIO
1040,16,49.32,10.55,0.32,1.06,NECTARINA
1041,16,47,12.14,0.2,0.43,NISPERO
1042,16,73.29,15.13,1.52,1.29,OTRA FRUTA (PROMEDIO)
1043,16,42.58,9.81,0.1,0.61,PAPAYA
1044,16,301,80.02,0.2,3.28,PASAS GOLDEN
1045,16,67,16.1,0.09,0.36,"PERA CRIOLLA, DURA"
1046,16,63,15.01,0.16,0.39,PERA MANTEQUILLA
1047,16,60.27,12.87,0,0.2,"PERAS EN ALMIBAR, INDUSTRIALIZADAS"
1048,16,65.2,15,0.4,0.4,PERON
1049,16,70,18.59,0.19,0.58,PERSIMON
1050,16,50,13.12,0.12,0.54,PIÑA
1051,16,75.13,18.5,0.07,0.19,"PIÑA EN ALMIBAR, INDUSTRIALIZADA"
1052,16,53,10.4,0.6,1.6,PITAHAYA
1053,16,89,22.84,0.33,1.09,PLATANO (PROMEDIO)
1054,16,89,22.84,0.33,1.09,PLATANO DOMINICO
1055,16,122,31.89,0.37,1.3,PLATANO MACHO
1056,16,89,22.84,0.33,1.09,PLATANO MANZANO
1057,16,92.6,20.8,0.2,1.9,PLATANO MORADO
1058,16,89,22.84,0.33,1.09,PLATANO TABASCO
1059,16,69.8,16.4,0.2,0.6,POMAROSA
1060,16,38,9.62,0.04,0.76,POMELO
1061,16,84.27,21.04,0.35,0.11,"PURE DE MANZANA,  INDUSTRIALIZADO"
1062,16,30,7.55,0.15,0.61,SANDIA (OVALADA)
1063,16,30,7.55,0.15,0.61,"SANDIA CRIOLLA (REDONDA, RAYADA)"
1064,16,76.3,16.3,0.3,2.1,SARAMUYO
1065,16,239,62.5,0.6,2.8,TAMARINDO
1066,16,97,22,0.6,0.8,TEJOCOTE
1067,16,32,8.08,0.1,0.63,TORONJA
1068,16,34.8,8.1,0,0.6,TUNA CARDONA
1069,16,41,9.57,0.51,0.73,TUNA CON SEMILLA (PROMEDIO)
1070,16,69,18.1,0.16,0.72,UVA (TODOS TIPOS)
1071,16,67,17.15,0.35,0.63,UVA BLANCA
1072,16,57,13.93,0.47,0.81,UVA NEGRA
1073,16,28.1,6.6,0.1,0.2,XOCOYOL
1074,16,89.3,20,0.5,1.2,ZAPOTE AMARILLO
1075,16,77.02,15.98,0.7,1.7,ZAPOTE BLANCO
1076,16,157.2,36.2,0.8,1.3,ZAPOTE BORRACHO
1077,16,62.1,14.5,0.1,0.8,ZAPOTE NEGRO
1078,16,43,9.61,0.49,1.39,ZARZAMORA
1079,17,19,3.74,0.2,1.8,ACELGA
1080,17,20,4.13,0.08,1.88,ACELGA COCIDA
1081,17,160,8.53,14.66,2,AGUACATE (PROMEDIO)
1082,17,135,3.7,12.7,1.4,AGUACATE DE PELLEJO
1083,17,167,8.64,15.41,1.96,"AGUACATE HASS (CALIFORNIA, NEGRO)"
1084,17,120,7.82,10.06,2.23,AGUACATE VERDE O FLORIDA
1085,17,149,33.06,0.5,6.36,AJO
1086,17,47,10.51,0.15,3.27,ALCACHOFA
1087,17,23,2.1,0.69,3.99,ALFALFA
1088,17,298,52.39,4.01,31.84,ALGA NORI
1089,17,16,2.97,0.17,0.69,APIO
1090,17,25,5.88,0.18,0.98,BERENJENA
1091,17,37,2.34,1.38,3.78,BERRO
1092,17,43,9.56,0.17,1.61,BETABEL
1093,17,44,9.96,0.18,1.68,BETABEL COCIDO
1094,17,23,4.02,0.33,2.46,BLEDOS
1095,17,34,6.64,0.37,2.82,BROCOLI
1096,17,35,7.18,0.41,2.38,BROCOLI COCIDO
1097,17,17,3.11,0.32,1.21,CALABACITA ITALIANA
1098,17,40,8.7,0.5,2,CALABAZA AMARILLA
1099,17,18,3.84,0.2,1.2,CALABAZA CRIOLLA (VERDE)
1100,17,26,6.5,0.1,1,CALABAZA DE CASTILLA (MADURA)
1101,17,40,9.34,0.1,1.1,CEBOLLA BLANCA
1102,17,32,7.34,0.19,1.83,CEBOLLA CAMBRAY
1103,17,34.33,7.15,0.17,1.05,"CEBOLLA CAMBRAY EN VINAGRE, INDUSTRIALIZADA"
1104,17,44,10.15,0.19,1.36,CEBOLLA COCIDA
1105,17,35,7.7,0.1,0.8,CEBOLLA MORADA
1106,17,30,4.35,0.73,3.27,CEBOLLIN
1107,17,28,5.29,0.47,2.17,CHAMPIÑONES COCIDOS
1108,17,47,4,3,2,"CHAMPIÑONES EN VINAGRE, INDUSTRIALIZADOS"
1109,17,38,4.58,0.11,4.69,CHAMPIÑONES NATURALES
1110,17,21.5,4.8,0.3,0.72,CHAYOTE (PROMEDIO)
1111,17,24,5.09,0.48,0.62,CHAYOTE COCIDO
1112,17,32,6.3,0.3,1,CHAYOTE CON ESPINAS
1113,17,19,4.51,0.13,0.82,CHAYOTE SIN ESPINAS
1114,17,63,7.5,0.6,6.9,CHEPIL (CHIPILIN)
1115,17,81,14.45,0.4,5.42,CHICHARO
1116,17,84,15.63,0.22,5.36,CHICHARO COCIDO
1117,17,112.04,14.04,0.84,7.42,"CHICHARO, INDUSTRIALIZADO"
1118,17,16,2.38,0.2,1.2,CHILACAYOTE TIERNO
1119,17,335,50.32,9.75,11.5,CHILE ANCHO SECO
1120,17,255,33.98,6.42,15.4,CHILE CASCABEL SECO
1121,17,38,7.35,0.27,1.5,CHILE CHILACA
1122,17,56,3.5,4,1.4,"CHILE CHIPOTLE ADOBADO, INDUSTRIALIZADO"
1123,17,258,46.7,6.3,14.15,CHILE CHIPOTLE SECO
1124,17,318,56.6,17.3,12,CHILE CRIOLLO Y CHILE DULCE
1125,17,38,6.3,0.7,1.7,CHILE CRISTALINO
1126,17,288.54,48.1,4.9,12.19,CHILE DE ARBOL SECO
1127,17,61.5,10.49,2.05,2.57,CHILE FRESCO (PROMEDIO)
1128,17,275,36.9,8.6,12.6,CHILE GUAJILLO
1129,17,37,5.3,0.8,2.2,CHILE HABANERO
1130,17,26,5.33,0.13,1,CHILE JALAPENO
1131,17,26.62,4.66,0.66,0.51,"CHILE JALAPEÑO EN ESCABECHE (ENTERO), INDUSTRIALIZADO"
1132,17,17.98,3.86,0.42,0.42,"CHILE JALAPEÑO EN ESCABECHE (RAJAS), INDUSTRIALIZADO"
1133,17,23,2.56,0.21,2.68,CHILE LARGO
1134,17,33,5,1,1,"CHILE LARGO  EN ESCABECHE, INDUSTRIALIZADO"
1135,17,37,5.3,0.8,2.2,CHILE MANZANO
1136,17,311,53.49,5.4,12.2,CHILE MORITA SECO
1137,17,388,52.32,15.2,10.4,CHILE MULATO SECO
1138,17,371,35.32,19,14.6,CHILE PASILLA SECO
1139,17,26,5.66,0.23,0.95,CHILE PIMIENTO SIN SEMILLA
1140,17,248,27.56,9.86,12.25,CHILE PIQUIN SECO
1141,17,43,8.44,0.25,1.75,CHILE POBLANO
1142,17,312.8,52.89,7.35,11.51,CHILE SECO PROMEDIO
1143,17,26.66,6.66,0,0,"CHILE SERRANO EN ESCABECHE, INDUSTRIALIZADO"
1144,17,33,4.57,0.53,2.5,CHILE TORNACHILE
1145,17,40,7.5,0.34,1.62,CHILE TROMPITO
1146,17,41,7.18,0.42,2,CHILE VERDE O SERRANO
1147,17,116,17.04,3.76,3.5,CHILILLO (CHILE DEL MONTE)
1148,17,23,3.67,0.52,2.13,CILANTRO
1149,17,25,5.8,0.1,1.28,COL BLANCA
1150,17,16,3.23,0.2,1.2,COL CHINA
1151,17,69,12.91,0.42,3.37,COL DE BRUSELAS
1152,17,31,7.37,0.16,1.43,COL MORADA
1153,17,25,5.8,0.1,1.28,COL VERDE
1154,17,25,4.97,0.28,1.92,COLIFLOR
1155,17,29.5,5.8,0.33,2.37,COLIFLOR Y BROCOLI COCIDOS PROMEDIO
1156,17,23,4.11,0.45,1.84,COLIFOR COCIDA
1157,17,27,6.2,0.1,1.7,COLINABO
1158,17,37,2.34,1.38,3.78,CRESSON
1159,17,16,3.33,0.09,1.32,CRUCETAS
1160,17,35,7.88,0.28,1.89,EJOTE COCIDO CON SAL
1161,17,35,7.88,0.28,1.89,EJOTE COCIDO SIN SAL
1162,17,31,6.97,0.22,1.83,EJOTES
1163,17,32,7.44,0.52,0.33,EPAZOTE
1164,17,20,3.88,0.12,2.2,ESPARRAGO
1165,17,23,3.63,0.39,2.86,ESPINACA
1166,17,23,3.75,0.26,2.97,ESPINACA COCIDA
1167,17,15,3.28,0.07,1.03,FLOR DE CALABAZA
1168,17,15,3.3,0.08,1.09,FLOR DE CALABAZA COCIDA
1169,17,59,10,0.2,4.4,FLOR DE COLORIN (XOMPANTLE)
1170,17,38,8.2,0.2,0.8,FLOR DE GARAMBULLO
1171,17,35,7.3,0.2,0.9,FLOR DE MAGUEY
1172,17,83,1.21,0.37,2.62,FLOR DE YUCA
1173,17,23.23,2.12,0.7,4.04,GERMEN DE ALFALFA (CRUDO)
1174,17,106,22.14,0.55,8.96,GERMEN DE LENTEJAS
1175,17,122,9.57,6.7,13.09,GERMEN DE SOYA
1176,17,23,2.1,0.69,3.99,GERMINADO DE ALFALFA Y SOYA
